Czas				Napiecie [V]
2023-05-14 11:27:44		1.38981986
2023-05-14 11:27:54		1.38877872
2023-05-14 11:28:04		1.38784574
2023-05-14 11:28:14		1.38700595
2023-05-14 11:28:24		1.38625901
2023-05-14 11:28:34		1.38558996
2023-05-14 11:28:44		1.38497692
2023-05-14 11:28:54		1.38441929
2023-05-14 11:29:04		1.38390103
2023-05-14 11:29:14		1.38342833
2023-05-14 11:29:24		1.38298658
2023-05-14 11:29:35		1.38258065
2023-05-14 11:29:45		1.38219264
2023-05-14 11:29:55		1.38182599
2023-05-14 11:30:05		1.38148708
2023-05-14 11:30:15		1.38116558
2023-05-14 11:30:25		1.38084733
2023-05-14 11:30:35		1.38055913
2023-05-14 11:30:45		1.38027978
2023-05-14 11:30:55		1.38001419
2023-05-14 11:31:05		1.37976253
2023-05-14 11:31:15		1.37952328
2023-05-14 11:31:25		1.37929329
2023-05-14 11:31:35		1.37906981
2023-05-14 11:31:45		1.37886
2023-05-14 11:31:55		1.37865972
2023-05-14 11:32:05		1.37845934
2023-05-14 11:32:16		1.37827657
2023-05-14 11:32:26		1.37810297
2023-05-14 11:32:36		1.37793504
2023-05-14 11:32:46		1.37777997
2023-05-14 11:32:56		1.37763301
2023-05-14 11:33:06		1.37749244
2023-05-14 11:33:16		1.37735911
2023-05-14 11:33:26		1.37723013
2023-05-14 11:33:36		1.37711358
2023-05-14 11:33:46		1.37699809
2023-05-14 11:33:56		1.37688718
2023-05-14 11:34:06		1.37678868
2023-05-14 11:34:16		1.37669005
2023-05-14 11:34:26		1.37660479
2023-05-14 11:34:36		1.37651774
2023-05-14 11:34:46		1.37644045
2023-05-14 11:34:57		1.37636896
2023-05-14 11:35:07		1.37630607
2023-05-14 11:35:17		1.37625042
2023-05-14 11:35:27		1.37619869
2023-05-14 11:35:37		1.37615004
2023-05-14 11:35:47		1.37610218
2023-05-14 11:35:57		1.37606742
2023-05-14 11:36:07		1.37603193
2023-05-14 11:36:17		1.37600227
2023-05-14 11:36:27		1.37597198
2023-05-14 11:36:37		1.37594919
2023-05-14 11:36:47		1.37592754
2023-05-14 11:36:57		1.37591134
2023-05-14 11:37:07		1.37589173
2023-05-14 11:37:17		1.37587519
2023-05-14 11:37:27		1.37586649
2023-05-14 11:37:37		1.37585163
2023-05-14 11:37:48		1.37584616
2023-05-14 11:37:58		1.37583645
2023-05-14 11:38:08		1.37583687
2023-05-14 11:38:18		1.37583
2023-05-14 11:38:28		1.37583458
2023-05-14 11:38:38		1.37583174
2023-05-14 11:38:48		1.37583383
2023-05-14 11:38:58		1.3758368
2023-05-14 11:39:08		1.37584084
2023-05-14 11:39:18		1.37584686
2023-05-14 11:39:28		1.3758518
2023-05-14 11:39:38		1.37585601
2023-05-14 11:39:48		1.37586332
2023-05-14 11:39:58		1.37586681
2023-05-14 11:40:08		1.37587723
2023-05-14 11:40:18		1.37588642
2023-05-14 11:40:29		1.37589147
2023-05-14 11:40:39		1.37589809
2023-05-14 11:40:49		1.37590923
2023-05-14 11:40:59		1.37592114
2023-05-14 11:41:09		1.37593226
2023-05-14 11:41:19		1.37594242
2023-05-14 11:41:29		1.37595389
2023-05-14 11:41:39		1.37596626
2023-05-14 11:41:49		1.37597764
2023-05-14 11:41:59		1.37599051
2023-05-14 11:42:09		1.37600503
2023-05-14 11:42:19		1.37601865
2023-05-14 11:42:29		1.37603154
2023-05-14 11:42:39		1.37604554
2023-05-14 11:42:49		1.3760581
2023-05-14 11:42:59		1.3760705
2023-05-14 11:43:10		1.37608782
2023-05-14 11:43:20		1.37610276
2023-05-14 11:43:30		1.37611765
2023-05-14 11:43:40		1.37613466
2023-05-14 11:43:50		1.37615421
2023-05-14 11:44:00		1.37617483
2023-05-14 11:44:10		1.37619778
2023-05-14 11:44:20		1.37621452
2023-05-14 11:44:30		1.37623738
2023-05-14 11:44:40		1.37625838
2023-05-14 11:44:50		1.37627842
2023-05-14 11:45:00		1.37630482
2023-05-14 11:45:10		1.37632782
2023-05-14 11:45:20		1.37635139
2023-05-14 11:45:30		1.37637834
2023-05-14 11:45:40		1.37640247
2023-05-14 11:45:51		1.37642909
2023-05-14 11:46:01		1.37645705
2023-05-14 11:46:11		1.37648517
2023-05-14 11:46:21		1.37651346
2023-05-14 11:46:31		1.37654181
2023-05-14 11:46:41		1.37657441
2023-05-14 11:46:51		1.37660855
2023-05-14 11:47:01		1.37664295
2023-05-14 11:47:11		1.376678
2023-05-14 11:47:21		1.37670997
2023-05-14 11:47:31		1.37674563
2023-05-14 11:47:41		1.37678561
2023-05-14 11:47:51		1.37682733
2023-05-14 11:48:01		1.37686683
2023-05-14 11:48:11		1.37690534
2023-05-14 11:48:21		1.37694825
2023-05-14 11:48:32		1.37699301
2023-05-14 11:48:42		1.37703587
2023-05-14 11:48:52		1.37708526
2023-05-14 11:49:02		1.37713382
2023-05-14 11:49:12		1.37718443
2023-05-14 11:49:22		1.37723404
2023-05-14 11:49:32		1.37728498
2023-05-14 11:49:42		1.37733562
2023-05-14 11:49:52		1.37739205
2023-05-14 11:50:02		1.37744674
2023-05-14 11:50:12		1.37750249
2023-05-14 11:50:22		1.37756273
2023-05-14 11:50:32		1.37761681
2023-05-14 11:50:42		1.37767605
2023-05-14 11:50:52		1.37773226
2023-05-14 11:51:02		1.37779689
2023-05-14 11:51:13		1.37785918
2023-05-14 11:51:23		1.37791957
2023-05-14 11:51:33		1.37798568
2023-05-14 11:51:43		1.37805187
2023-05-14 11:51:53		1.37811501
2023-05-14 11:52:03		1.37818148
2023-05-14 11:52:13		1.37825008
2023-05-14 11:52:23		1.3783198
2023-05-14 11:52:33		1.37838853
2023-05-14 11:52:43		1.37846121
2023-05-14 11:52:53		1.37853652
2023-05-14 11:53:03		1.37860957
2023-05-14 11:53:13		1.37868236
2023-05-14 11:53:23		1.37876011
2023-05-14 11:53:33		1.37883574
2023-05-14 11:53:43		1.37891424
2023-05-14 11:53:54		1.3789926
2023-05-14 11:54:04		1.37906564
2023-05-14 11:54:14		1.37914639
2023-05-14 11:54:24		1.37922746
2023-05-14 11:54:34		1.37930968
2023-05-14 11:54:44		1.379392
2023-05-14 11:54:54		1.37947478
2023-05-14 11:55:04		1.37955948
2023-05-14 11:55:14		1.37964597
2023-05-14 11:55:24		1.37973126
2023-05-14 11:55:34		1.37981962
2023-05-14 11:55:44		1.37990664
2023-05-14 11:55:54		1.37999589
2023-05-14 11:56:04		1.38008664
2023-05-14 11:56:14		1.38017578
2023-05-14 11:56:24		1.38026652
2023-05-14 11:56:35		1.38035479
2023-05-14 11:56:45		1.38044449
2023-05-14 11:56:55		1.3805373
2023-05-14 11:57:05		1.38062832
2023-05-14 11:57:15		1.38072516
2023-05-14 11:57:25		1.38081897
2023-05-14 11:57:35		1.38090912
2023-05-14 11:57:45		1.38100271
2023-05-14 11:57:55		1.38109789
2023-05-14 11:58:05		1.38119066
2023-05-14 11:58:15		1.38128491
2023-05-14 11:58:25		1.38137775
2023-05-14 11:58:35		1.3814734
2023-05-14 11:58:45		1.38156853
2023-05-14 11:58:55		1.38166398
2023-05-14 11:59:05		1.38175939
2023-05-14 11:59:16		1.38185354
2023-05-14 11:59:26		1.38194724
2023-05-14 11:59:36		1.38204337
2023-05-14 11:59:46		1.38213339
2023-05-14 11:59:56		1.38222981
2023-05-14 12:00:06		1.3823221
2023-05-14 12:00:16		1.38241303
2023-05-14 12:00:26		1.38250705
2023-05-14 12:00:36		1.38260117
2023-05-14 12:00:46		1.38269606
2023-05-14 12:00:56		1.3827903
2023-05-14 12:01:06		1.38288137
2023-05-14 12:01:16		1.38297262
2023-05-14 12:01:26		1.38306471
2023-05-14 12:01:36		1.38315564
2023-05-14 12:01:46		1.38324641
2023-05-14 12:01:57		1.38333943
2023-05-14 12:02:07		1.38342924
2023-05-14 12:02:17		1.38351941
2023-05-14 12:02:27		1.38360919
2023-05-14 12:02:37		1.38369943
2023-05-14 12:02:47		1.38378832
2023-05-14 12:02:57		1.38387726
2023-05-14 12:03:07		1.38397063
2023-05-14 12:03:17		1.384061
2023-05-14 12:03:27		1.38414756
2023-05-14 12:03:37		1.38423714
2023-05-14 12:03:47		1.3843264
2023-05-14 12:03:57		1.38441156
2023-05-14 12:04:07		1.38450106
2023-05-14 12:04:17		1.38458624
2023-05-14 12:04:27		1.38467353
2023-05-14 12:04:38		1.38475854
2023-05-14 12:04:48		1.38484238
2023-05-14 12:04:58		1.38492625
2023-05-14 12:05:08		1.38501297
2023-05-14 12:05:18		1.38509165
2023-05-14 12:05:28		1.38517515
2023-05-14 12:05:38		1.38525595
2023-05-14 12:05:48		1.38533801
2023-05-14 12:05:58		1.38541753
2023-05-14 12:06:08		1.38549504
2023-05-14 12:06:18		1.38557334
2023-05-14 12:06:28		1.38565221
2023-05-14 12:06:38		1.38572803
2023-05-14 12:06:48		1.38580385
2023-05-14 12:06:58		1.38587698
2023-05-14 12:07:08		1.3859518
2023-05-14 12:07:19		1.3860238
2023-05-14 12:07:29		1.38609277
2023-05-14 12:07:39		1.38616074
2023-05-14 12:07:49		1.3862321
2023-05-14 12:07:59		1.38629902
2023-05-14 12:08:09		1.38636634
2023-05-14 12:08:19		1.38643155
2023-05-14 12:08:29		1.38649332
2023-05-14 12:08:39		1.3865552
2023-05-14 12:08:49		1.3866157
2023-05-14 12:08:59		1.3866762
2023-05-14 12:09:09		1.38673414
2023-05-14 12:09:19		1.38679037
2023-05-14 12:09:29		1.38684294
2023-05-14 12:09:39		1.38689788
2023-05-14 12:09:49		1.38695128
2023-05-14 12:10:00		1.38700053
2023-05-14 12:10:10		1.38704983
2023-05-14 12:10:20		1.38709538
2023-05-14 12:10:30		1.38714193
2023-05-14 12:10:40		1.38718589
2023-05-14 12:10:50		1.38722705
2023-05-14 12:11:00		1.38727197
2023-05-14 12:11:10		1.38731179
2023-05-14 12:11:20		1.38735127
2023-05-14 12:11:30		1.38738641
2023-05-14 12:11:40		1.38742186
